Tipo de material;Meio de divulgação;Entidade;Tipo de organização;Autor;Título;Palavras-chave ou descritores;Ano da produção;Ano da publicação;Edição;Local de publicação;Editora;Número de páginas/minutos;Disponível em;ISBN;ISSN
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Costella, Antonio ;Introdução à gravura e história da xilografia;Arte do século 19 - Arte indígena - Arte japoneza - Arte nordestina - Arte sacra - Gravura - Xilografia - Xilogravura;;1984;;Campos de Jordão;Editora Mantiqueira;127;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Ministério da Justiça ;Jurisprudência da corte interamenricana de direitos humanos;Direitos e garantias individuais - Direitos humanos - Direitos indígenas - Liberdade de expressão - Migração;;2014;;Brasília;Ministério da Justiça;637;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Santos, Sílvio Coelho dos ;O índio perante o direito ensaios;Etnologia : Brasil - Índios : Direito - Índios brasileiros : Situação - Sociedade Indígena : Dominação e espoliação - Sociedade indígena : Estudo e Crítica;;1982;;Florianópolis;Ed. da UFSC,;190;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Sales, Noêmia Pires ; Pressão e resistência: Os índios tembé-tenetehara do aAlto Rio Guamá e a relação com o território;Cultura indígena - Religião indigena - Reserva indígena : Alto Rio Guamá;;2000;;Belém;UNAMA,;89;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Assembleia Legislativa de Santa Catarina;Raízes culturais de Santa Catarina;Alemães - Santa Catarina - Expressões culturais e artísticas - Santa Catarina - Imigração europeia - Santa Catarina - Italianos - Santa Catarina - Pluralidade étnica - Santa Catarina - Portugueses - Santa Catarina - Povos indígenas - Santa Catarina;;2016;;Florianópolis;Assembleia Legislativa de Santa Catarina;309;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Gomes, Flavio Alcaraz ;Transamazônica : a redescoberta do Brasil;Amazônia : Aspectos sociais - Amazônia : Geografia - Amazônia : População indígena - Amazônio : Aspectos físicos - Transamazônica;;1972;;São Paulo;Cultura;103;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Oliveira, Roberto Cardoso de ;Urbanização e tribalismo: a integração dos índios Teréna numa sociedade de classes;Índios : Brasil - Índios Terêna : Adaptação social - Reservas indígenas : Brasil - Sociedades tribais : Organização;;1968;;Rio de Janeiro;Jorge Zahar Editora;237;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Beuttenmuller, Alberto Frederico ;Viagem pela arte brasileira; Arte - Arte colonial - Arte indígena - Arte rupestre - Objetos de arte - Obras brasileiras;;2002;;São Paulo;Editora Aquariana Ltda;135;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Boulos Júnior, Alfredo ;19 de abril o índio quer;Dia do índio - História : Brasil;;1889;;São Paulo;Editora FTD S.A;39;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Ribeiro, José Hamilton ;A vingança do índio cavaleiro;Literatura infanto juvenil;;1995;;São Paulo;Editora Moderna;71;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Galdus, Herbert ;Estórias e lendas dos índios; Índios : Estórias e lendas - Lendas : índios;;;2. ed.;São Paulo;Edigraf;303;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Fernandes, Joana;Índio: esse nosso desconhecido;Etnologia - Índios - Índios : América do Sul;;1993;;Cuiabá;UFMT;149;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Ladeira, Julieta de Godoy ;Índio vivo ;História;;2002;2. ed.;São Paulo;Editora Moderna;72;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Melatti, Julio Cezar ;Índios do Brasil;Etnologia : Brasil - Índios : Brasil : Povoamento - Índios brasileiros : Arte - Índios brasileiros : História - Índios brasileiros : Religião e mitologia - Índios brasileiros : Vida social e costumes;;1972;2. ed.;Brasília;Coordenada;208;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Lepargneur, Hubert ;O futuro dos índios no Brasil;Etnologia : Brasil - Índios : Assistência - Índios : História - Índios : Integração : Brasil;;1975;;Rio de Janeiro;Manchete;117;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Beltrão, Luiz ;O índio, um mito brasileiro;Etnologia : Brasil - Índios : Brasil : Aspectos políticos - Índios : Brasil : Estudo - Índios da América do Sul;;1977;;Petrópolis;Editora Vozes;325;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Modesto, Edith ;O segredo dos índios;Literatura infanto : juvenil : História;;2005;;São Paulo;Editora Ática;125;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Alvarez, Reynaldo Valinho ;Um índio caiu do céu;Literatura infanto juvenil;;1988;3. ed.;São Paulo;Editora FTD S.A;46;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Villas boas, Orlando ;Xingu : os índios, seus mitos ;Etnologia : Brasil - Índios : Brasil : História - Índios : Brasil : Povoamento - Índios Mitos;;1974;3. ed.;;Jorge Zahar Editora;211;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Costa, Consuelo de Paiva Godinho;Kwatiá porã;Idioma Nandewa-Guarani - Estudo e ensino - Índios Nandewa-Guarani - Linguagem;;2014;;Vitória da Conquista;UESB;54;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade Alto Vale do Rio do Peixe;governamental;Melatti, Julio Cezar;O messianismo Krahó;Índios : América do Sul : Religião e mitologia - Índios Krahó - Messianismo brasileiro;;1972;;São Paulo;Herder;140;https://portal.uniarp.edu.br/Corpore.Net/Source/Bib-Biblioteca/Public/BibConsultaAcervo.aspx?NewPesqPublic=T;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Colaço, Thais Luzia;"""Incapacidade"" indígena :tutela religiosa e violação do direito guarani pré-colonial nas missões jesuíticas ";Índios -- Trato -- América do Sul - Índios Guarani -- Estatuto legal, leis, etc. - Jesuítas -- Missões -- América do Sul;;2018;2. ed.;Curitíba;Juruá;215;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
TCC;site;Universidade do Extremo Sul Catarinense;governamental;Martins, Maykell Rodrigues;Além do dia do índio: o ensino da arte e da cultura indígena sob a perspectiva da lei 11.645/2008 ;Lingüística, Letras e Artes - Arte - Arte indígena - Cultura - Pluralismo cultural;;2009;;Criciúma;UNESC;79;http://200.18.15.60:8080/pergamumweb/vinculos/000040/00004050.pdf;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Araújo, Armando Aroca;Análisis a una figura tradicional de las mochilas arhuacas: comunidad indígena arhuaca. Sierra Nevada de Santa Marta, Colombia;Etnomatemática - Matemática -- Estudo e ensino;ago/08;2008;v.21, n.30;Rio Claro; Bolema;163-180;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Monsalve-Castillo, Francisca;Alta prevalencia de la infección por el virus de hepatitis B en la comunidad indígena Japreira, Estado Zulia, Venezuela;Hepatite B - Índios -- Saúde;mai/08;2008; v.24,n.5;Rio de Janeiro;Cadernos de Saúde Pública ;1183-1186;http://www.scielo.br/pdf/csp/v24n5/28.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Junqueira, Carmen,;Antropologia indígena :uma (nova) introdução;Índios da América do Sul -- Brasil -- Usos e costumes - Etnologia -- Brasil;;2008;2. ed.;São Paulo;EDUC;103;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;López, Azael Rangel;Aproximaciones, en de-construccion para una reflexión-accion sobre otra ciencia social;Movimentos sociais - Índios - Universidades e faculdades;;2016;v. 13, n. 1;Criciúma;Amicus Curiae.;154-168;http://periodicos.unesc.net/amicus/article/view/3049/2811;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Comissão Pró-Índio;A questão da educação indígena;Índios -- Educação - Índios - Brasil;;1981;;São Paulo;Ed. Brasiliense;222;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;SILVA, Aracy Lopes da;A questao indigena na sala de aula;Livros didáticos - Ensino de primeiro e segundo graus-Indios;;1987;;São Paulo;Ed. Brasiliense;253;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Vídeo;site;Universidade do Extremo Sul Catarinense;governamental;Ermel, Priscilla Barrak;O arco e a lira;Arte -- Estudo e ensino - Arte indígena - Índios -- Música - Índios - Usos e costumes;;2001;;São Paulo;Instituto Arte na Escola;16 min;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Coll, Josefina Oliva de;A resistencia indígenado México à Patagônia, a história da luta dos índios contra os conquistadores;Índios - História;;1974;;Porto Alegre;L&PM;232;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Brasil. Fundação Nacional Pró-Memória;Arte plumária do Brasil.;Arte indígena - Arte plumária - Índios brasileiros -Vida e costumes sociais;;1980;;Brasília;Fundação Nacional Pró-Memória;76;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Deise Lucy Mondardo e María Eugenia Domínguez;Arte e sociabilidades em perspectiva antropológica;Índios da América do Sul -- Música - Etnomusicologia - Índios -- Arte - Cultura indígena -- Música - Instrumentos musicais primitivos;;2014;;Florianópolis;UFSC;309;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Merencio, Fabiana Terhaag;Os artefatos líticos Xetá da subcoleção Loureiro Fernandes :uma abordagem arqueológica na coleção etnográfica do MAE-UFPR;Índios Xetá - Tecnologia lítica;;2015;v.21;Criciúma;Tecnologia e Ambiente.;90-108;http://periodicos.unesc.net/tecnoambiente/article/view/1929/1834;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Tirapeli, Percival,;Arte indígena :do pré-colonial à contemporaneidade;Arte brasileira -- História - Índios da América do Sul -- Brasil -- Arte -- História - Índios na arte;;2006;;São Paulo;Companhia Editora Nacional;64;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Reis, Rosilene Costa;Aspectos sociais, de saúde e nutricionais dos indígenas Kyikatêjê da Amazônia brasileira ;Saúde indígena - Estado nutricional - Epidemiologia;;2012;v. 11, n. 4;Rio de Janeiro;Atlântica Editora;221-230;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Azevêdo, Paulo Verlaine Borges e;Sintomas do transtorno de déficit de atenção e hiperatividade em crianças indígenas da Amazônia Brasileira;Distúrbio da falta de atenção com hiperatividade - Saúde mental - Psiquiatria infantil - Saúde indígena;Ago.2010;2010; v. 68, n. 4;São Paulo ; Arquivos de Neuro-Psiquiatria,;541-544;http://www.scielo.br/pdf/anp/v68n4/v68n4a12.pdf;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Silva, Rosa Helena Dias da;A autonomia como valor e articulação de possibilidades: o movimento dos professores indígenas do Amazonas, de Roraima e do Acre e a construção de uma política de educação escolar indígena;Índios -- Educação - Políticas de educação indígena - Movimento indígena;;;v.19, n.49;São Paulo;CEDES  ;62-75;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Sampei, Miriam A.;Avaliação antropométrica de adolescentes Kamayurá, povo indígena do Alto Xingu, Brasil Central (2000-2001);Saúde pública - Antropometria - Composição corporal -- Aspectos nutricionais - Índios da América do Sul -- Brasil - Reservas indígenas;2000-2001;2007;v.23,n.6,;Rio de Janeiro;Cadernos de Saúde Pública ; 1443-1453;http://www.scielo.br/pdf/csp/v23n6/18.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Toledo, Max Jean de Ornelas;Avaliação de atividades de controle para enteroparasitos em uma aldeia Kaingáng do Paraná ;Índios da América do Sul - Doenças inflamatórias intestinais - Fatores socioeconômicos - Atenção Primária à Saúde - Saúde indígena;;2009;v. 43, n. 6;São Paulo; Revista de Saúde Pública;981-990 ;http://www.scielo.br/pdf/rsp/v43n6/09.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Silva, Circe Mary Silva da,;Avaliação em matemática no contexto da educação indígena;Matemática -- Estudo e ensino - Pluralismo cultural - Índios -- Educação - Educação permanente - Matemática -- Avaliação - Educadores indígenas;ago.2009;2009;v.22, n.33;Rio Claro; Bolema;169-187 ;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Brito, Lydia;Bois-bumbás de Parintins :síntese metafórica da realidade?;Bumba-meu-boi -- Parintins (AM) - Cultura - Desenvolvimento sustentável;fev.2010;2010;v. 44, n. 1;Rio de Janeiro; Revista de Administração Pública,;07--30;http://www.scielo.br/pdf/rap/v44n1/v44n1a02.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Lara, Oscar Arnulfo de la Torre de;Ceguera ilustrada y cultura constitucional :Derechos humanos, territorialidad y sujetos de la historia ;Direitos humanos - Teoria crítica - Territorialidade;;2016;v. 13, n. 1;Criciúma;Amicus Curiae.;105-144;http://periodicos.unesc.net/amicus/article/view/3046/2808;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Nunes, Jefferson Aldemir;Uma coleção de cerâmica ligada à história do Xokleng;Tradição Itararé - Planalto Meridional - Índios Xokleng - Memória - Cerâmica;;2017;v. 2, n. 2;Criciúma;Revista de Extensão;05 -- 17;http://periodicos.unesc.net/revistaextensao/article/view/3772/3504;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;D'Angelis, Wilmar da Rocha;Contra a ditadura da escola;Índios -- Educação - Cultura indígena;;1999;v.19, n.49;São Paulo;CEDES  ;18-25;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Ayerbe, Luís Fernando;Crise de hegemonia e emergência de novos atores na Bolívia :o governo de Evo Morales;Morales, Evo - Nacionalismo - Bolívia -- Política e governo - Hegemonia - Socialismo;ago/11;2011;;São Paulo;CEDES  ;179-216;http://www.scielo.br/pdf/ln/n83/a07n83.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Piovesan, Hélio Botelho;Os critérios utilizados pelos magistrados para a aferição da culpabilidade do réu indígena;Direito processual - Culpabilidade - Índios;jun/12;2012;v. 20, n. 96;São Paulo;Revista Brasileira de Ciências Criminais;173-202;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Ferreira, Maria Beatriz Rocha,;Cultura corporal indígena;Indios -- Cultura - Índios - Saúde - Indios -- Esportes - Índios -- Política pública - Índios -- Educação -- Currículos;;2003;;Guarapuava;Unicentro;113;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Gabriel, Rosana de Barros;Cultura indígena :um novo olhar a partir das práticas esportivas e das brincadeiras tradicionais vivenciadas na escola;Cultura indígena - Professores -- Formação - Brincadeiras;dez/06;2006;v.10, n.2;São Paulo;Corpoconsciência;23-38;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Nakashima, Edson Yukio;A cultura política da visibilidade :os Pankararu na cidade de São Paulo;Migração - Identidade - Índios Pankararu -- São Paulo (SP);jun/11;2011;n. 47;Rio de Janeiro;Estudos históricos;182-201;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/3270/2242;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Pagliaro, Heloísa;Demographic dynamics of the Suyá, a Jê people of the Xingu Indigenous Park, Central Brazil, 1970-2004 =Dinâmica demográfi ca dos Suyá, povo Jê do Parque Indígena do Xingu, Brasil Central, 1970-2004 ;Saúde pública - Índios da América do Sul -- Brasil - Reservas indígenas;2004;2007;v.23,n.5;Rio de Janeiro;Cadernos de Saúde Pública =Reports in Public Health;1071-1081;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;RIBEIRO, Berta G.;Dicionário do artesanato indígena;Artesanato -- Dicionários - Índios da América do Sul -- Brasil;;1988;;Belo Horizonte;Ed. Itatiaia;346;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Wolkmer, Antônio Carlos,;Direito e justiça na América Indígena: da conquista à colonização;Índios - Direito - América Latina - Índios;;1998;;Porto Alegre;Liv. do Advogado;242;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Castro, Ana Luiza de Azevedo;D. Narcisa de Villar : indígena do Ipiranga;Romance catarinense - Ficção brasileira;;2016;;Palhoça;Ed. Unisul;161;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Nunes Junior, Orivaldo;Educação indígena:a escola no meio do caminho, ou o caminho no meio da escola;Índios -- Educação - Direito indígena;;2011;v.17,;Criciúma;Tecnologia e Ambiente.;76-100;http://periodicos.unesc.net/tecnoambiente/article/view/1209/1165;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Bergamaschi, Maria Aparecida;Educação escolar indígena: um modo próprio de recriar a escola nas aldeias Guarani;Índios -- Educação - Índios Guarani -- Educação - Estudantes indígenas;ago/07;2007;v.27, n.72;São Paulo;CEDES;197-213;http://www.scielo.br/pdf/ccedes/v27n72/a06v2772.pdf;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;HERNANDEZ, Isabel;Educação e sociedade indígena;Índios Araucano - Índios Araucano - Educação;;1981;;São Paulo;Ed. Cortez;174;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
artigo científico;site;Universidade do Extremo Sul Catarinense;governamental;Meliá, Bartomeu;Educação indígena na escola;Índios -- Educação - Alfabetização - Educação diferenciada - Ação pedagógica;;1999;v.19, n.49;São Paulo;CEDES;11--17;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Tassinari, Antonella Maria Imperatriz  (Org.);Educação indígena :reflexões sobre noções nativas de infância, aprendizagem e escolarização;Índios -- Educação - Educação multicultural - Antropologia educacional - Etnologia;;2012;;;;302;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Costa, Wanderleya Nara Gonçalves;Educação matemática, multiculturalismo e preconceitos: que homem é tomado como medida de todos os outros?;Matemática -- Estudo e ensino - Multiculturalismo - Etnomatemática - Índios -- Educação;;2006;v.19, n.25;Rio Claro;Bolema;45-69;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Espinosa, Yacotzin Bravo;Elementos para comprender los límites y las posibilidades del derecho y los derechos frente al despojo de los territorios indígenas;Direitos humanos - Capitalismo - Território indígena;;2015;v. 12, n. 2;Criciúma;Amicus Curiae;204-233;http://periodicos.unesc.net/amicus/article/view/2332/2290;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Câmara, Antonio Alves;Ensaios sobre as consrtruções navais indígenas do Brasil;Navegação primitiva - Construção naval indígena - Brasil - Navegação - Brasil;;1976;3. ed.;São Paulo;Companhia Editora Nacional;174;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Mooney, Gavin;Equity in health care and institutional trust :a communitarian view = Eqüidade na assistência à saúde e confiança institucional: uma perspectiva comunitária;Eqüidade em Saúde - Humanização dos serviços de saúde - Índios;;2008;v.24,n.5;Rio de Janeiro;Cadernos de Saúde Pública =Reports in Public Health;1162-1167;http://www.scielo.br/pdf/csp/v24n5/24.pdf;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Lopez, Immaculada;Esperança pataxó: grupo indígena aguarda decisão do STF;Índios Pataxós;;2000;v.38, n.338;São Paulo;Problemas Brasileiros;13;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Amigo, Hugo;Estado nutricional en la telarquia y menarquia de adolescentes chilenas indígenas y no indígenas ;Estado nutricional - Índios - Menarca - Composição corporal - Peso corporal - Adolescentes (Meninas) -- Chile;;2009;v.59, n.3;Caracas, Venezuela;Archivos Latinoamericanos de Nutrición;260-265;http://www.alanrevista.org/ediciones/2009-3/pdf/art5.pdf;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;Estatísticas sobre educação escolar indígena no Brasil;Índios -- Educação -- Estatísticas - Índios -- Educação -- Brasil;;2007;;Brasília;INEP;213;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Fassheber, José Ronaldo Mendonça;Etno-desporto indígena :a antropologia social e o campo entre os Kaingang;Índios Kaingang -- Esportes - Índios -- Recreação - Índios Kaingang -- Usos e costumes;;2010;;Brasília;Ministério do esporte;157;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Camargo, Dulce Maria Pompêo de;O eu e o outro no médio indígena :alto Rio Negro (AM);Prática de ensino - Professores -- Formação - Índios - Pós-colonialismo;;2006;v. 27, n. 95;Campinas;Educação & Sociedade;445-469;http://www.scielo.br/pdf/es/v27n95/a07v2795.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Silva, Edimara Patrícia da;Exploração de fatores de risco para câncer de mama em mulheres de etnia Kaingáng, Terra Indígena Faxinal, Paraná, Brasil, 2008;Índios da América do Sul - Mamas -- Câncer - Mulheres -- Saúde e higiene;2008;2009;v.25, n.7;Rio de Janeiro;Cadernos de Saúde Pública=Reports in Public Health;1493-1500;http://www.scielo.br/pdf/csp/v25n7/07.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Dias Junior, Cláudio Santiago;Fecundidade das mulheres autodeclaradas indígenas residentes em Minas Gerais, Brasil :uma análise a partir do Censo Demográfico 2000 ;Mulheres índias - Minas Gerais - Fecundidade - Demografia;2000;2008;v.24, n.11;Rio de Janeiro;Cadernos de Saúde Pública=Reports in Public Health;2477-2486;http://www.scielo.br/pdf/csp/v24n11/03.pdf;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Andrews, Lynn V.;Força viva;Índios da América do Norte -- Religião e mitologia - Índios da América do Norte - Medicina;;1987;;São Paulo;Best Seller;228;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Rodrigues, Maximino;A formação de professores e suas relações com cultura e sociedade :a educação escolar indígena no centro das atenções = Teacher education and its relations with culture and society ... ;Professores -- Formação - Professores indígenas - Etnomatemática;;2009;v.22, n.34;Rio Claro;Bolema;263-282;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;José de Melo e Silva  ;Fronteiras guaranis : a trajetória da nação cuja cultura dominou a fronteira Brasil -Paraguai;Mato Grosso do Sul -- História - Índios Guarani;;2003;2. ed.;Campo Grande;Instituto histórico e geográfico de M. G;238;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Imbiriba, Elsia Belo;Hanseníase em populações indígenas do Amazonas, Brasil :um estudo epidemiológico nos municípios de Autazes, Eirunepé e São Gabriel da Cachoeira (2000 a 2005);Hanseníase - Índios - Desigualdades em saúde;2005;2009; v.25, n.5;Rio de Janeiro;Escola Nacional de Saúde Pública;972-984;http://www.scielo.br/pdf/csp/v25n5/04.pdf;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Cascudo, Luis da Câmara;História da alimentação no Brasil;Hábitos alimentares - Culinária brasileira;;1983;v. 1;São Paulo;Ed. Itatiaia;;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;tradução: Beatriz Perrone-Moisés.;O homem nu;Índios da América do Norte -- Religião e mitologia - Folclore -- Classificação;;2011;;São Paulo;Cosac Naify;747;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Colaço, Thais Luzia;Incapacidade indígena : tutela religiosa e violação do direito guarani pré-colonial nas missões jesuíticas;Índios -- Trato -- América do Sul - Índios Guarani -- Estatuto legal, leis, etc. - Jesuítas -- Missões -- América do Sul;;2000;;Curitíba;Juruá;223 ;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
